done;agent2_344_msgs;agent2_344_drops;agent2_344_acts;world_nr;tick_nr
False;0;0;;1;0
False;1;0;;1;1
False;1;0;;1;2
False;1;0;;1;3
False;1;0;;1;4
False;1;0;;1;5
False;1;0;;1;6
False;1;0;;1;7
False;1;0;;1;8
False;1;0;;1;9
False;1;0;;1;10
False;1;0;;1;11
False;1;0;;1;12
False;1;0;;1;13
False;1;0;;1;14
False;1;0;;1;15
False;1;0;;1;16
False;1;0;;1;17
False;1;0;;1;18
False;1;0;;1;19
False;1;0;;1;20
False;1;0;;1;21
False;1;0;;1;22
False;1;0;;1;23
False;1;0;;1;24
False;1;0;;1;25
False;1;0;;1;26
False;1;0;;1;27
False;1;0;;1;28
False;1;0;;1;29
False;1;0;;1;30
False;1;0;;1;31
False;1;0;;1;32
False;1;0;;1;33
False;1;0;;1;34
False;1;0;;1;35
False;1;0;;1;36
False;1;0;;1;37
False;1;0;;1;38
False;1;0;;1;39
False;1;0;;1;40
False;1;0;;1;41
False;1;0;;1;42
False;1;0;;1;43
False;1;0;;1;44
False;1;0;;1;45
False;1;0;;1;46
False;1;0;;1;47
False;1;0;;1;48
False;1;0;;1;49
False;1;0;;1;50
False;1;0;;1;51
False;1;0;;1;52
False;1;0;;1;53
False;1;0;;1;54
False;1;0;;1;55
False;1;0;;1;56
False;1;0;;1;57
False;1;0;;1;58
False;1;0;;1;59
False;1;0;;1;60
False;1;0;;1;61
False;1;0;;1;62
False;1;0;;1;63
False;1;0;;1;64
False;1;0;;1;65
False;1;0;;1;66
False;1;0;;1;67
False;1;0;;1;68
False;1;0;;1;69
False;1;0;;1;70
