done;agent2_344_msgs;agent2_344_drops;agent2_344_acts;world_nr;tick_nr
False;1;0;;1;0
False;5;0;;1;1
False;0;0;MoveSouthEast;1;2
False;0;0;MoveSouthEast;1;3
False;0;0;MoveSouth;1;4
False;0;0;MoveSouth;1;5
False;0;0;MoveSouth;1;6
False;0;0;MoveSouth;1;7
False;0;0;MoveSouth;1;8
False;0;0;MoveSouth;1;9
False;0;0;MoveSouth;1;10
False;0;0;MoveSouth;1;11
False;0;0;MoveSouth;1;12
False;0;0;MoveSouth;1;13
False;0;0;MoveSouthEast;1;14
False;0;0;MoveSouthEast;1;15
False;0;0;MoveEast;1;16
False;0;0;MoveEast;1;17
False;0;0;MoveEast;1;18
False;0;0;MoveEast;1;19
False;0;0;MoveEast;1;20
False;0;0;MoveEast;1;21
False;0;0;MoveEast;1;22
False;0;0;MoveEast;1;23
False;0;0;MoveEast;1;24
False;0;0;MoveEast;1;25
False;0;0;MoveEast;1;26
False;0;0;MoveEast;1;27
False;0;0;MoveEast;1;28
False;0;0;MoveEast;1;29
False;0;0;MoveEast;1;30
False;0;0;MoveEast;1;31
False;0;0;MoveEast;1;32
False;0;0;MoveEast;1;33
False;0;0;MoveEast;1;34
False;0;0;MoveEast;1;35
False;0;0;MoveEast;1;36
False;0;0;MoveEast;1;37
False;0;0;MoveEast;1;38
False;0;0;MoveEast;1;39
False;0;0;MoveEast;1;40
False;0;0;MoveEast;1;41
False;0;0;MoveEast;1;42
False;0;0;MoveEast;1;43
False;0;0;MoveEast;1;44
False;0;0;MoveEast;1;45
False;0;0;OpenDoorAction;1;46
False;0;0;OpenDoorAction;1;47
False;0;0;;1;48
False;0;0;MoveNorth;1;49
False;0;0;MoveNorth;1;50
False;0;0;MoveNorthEast;1;51
False;0;0;MoveNorthEast;1;52
False;0;0;MoveWest;1;53
False;0;0;MoveWest;1;54
False;1;0;MoveWest;1;55
False;1;0;MoveWest;1;56
False;1;0;MoveWest;1;57
