done;agent2_344_msgs;agent2_344_drops;agent3_345_msgs;agent3_345_drops;agent4_346_msgs;agent4_346_drops;agent2_344_acts;agent3_345_acts;agent4_346_acts;world_nr;tick_nr
False;1;0;1;0;1;0;;;;1;0
False;5;0;5;0;5;0;;;;1;1
False;1;0;1;0;0;0;MoveSouthEast;MoveSouth;MoveSouth;1;2
False;0;0;0;0;0;0;MoveSouthEast;MoveSouth;MoveSouth;1;3
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;4
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;5
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouthWest;1;6
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouthWest;1;7
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;8
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;9
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;10
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;11
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;12
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;13
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;14
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;15
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;16
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;17
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;18
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;19
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;20
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;21
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;22
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;23
False;0;0;1;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;24
False;0;0;0;0;0;0;MoveSouth;MoveSouth;MoveSouth;1;25
False;0;0;1;0;0;0;MoveSouth;MoveSouthEast;MoveSouthEast;1;26
False;0;0;0;0;0;0;MoveSouth;MoveSouthEast;MoveSouthEast;1;27
False;0;0;1;0;0;0;MoveSouth;MoveEast;MoveEast;1;28
False;0;0;0;0;0;0;MoveSouth;MoveEast;MoveEast;1;29
False;0;0;1;0;0;0;MoveSouth;MoveEast;MoveEast;1;30
False;0;0;0;0;0;0;MoveSouth;MoveEast;MoveEast;1;31
False;0;0;1;0;0;0;MoveSouth;MoveEast;MoveEast;1;32
False;0;0;0;0;0;0;MoveSouth;MoveEast;MoveEast;1;33
False;0;0;0;0;0;0;MoveSouth;MoveEast;MoveEast;1;34
False;0;0;0;0;0;0;MoveSouth;MoveEast;MoveEast;1;35
False;0;0;0;0;0;0;MoveSouth;MoveEast;MoveEast;1;36
False;0;0;0;0;0;0;MoveSouth;MoveEast;MoveEast;1;37
False;0;0;0;0;0;0;MoveSouthEast;MoveEast;MoveEast;1;38
False;0;0;0;0;0;0;MoveSouthEast;MoveEast;MoveEast;1;39
False;0;0;0;0;0;0;MoveEast;MoveEast;MoveEast;1;40
False;0;0;0;0;0;0;MoveEast;MoveEast;MoveEast;1;41
False;0;0;0;0;0;0;MoveEast;MoveEast;MoveEast;1;42
False;0;0;0;0;0;0;MoveEast;MoveEast;MoveEast;1;43
False;0;0;0;0;0;0;MoveEast;MoveEast;MoveEast;1;44
False;0;0;0;0;0;0;MoveEast;MoveEast;MoveEast;1;45
False;0;0;0;0;0;0;MoveEast;MoveEast;OpenDoorAction;1;46
False;0;0;0;0;0;0;MoveEast;MoveEast;OpenDoorAction;1;47
False;0;0;0;0;0;0;MoveEast;MoveEast;;1;48
False;0;0;0;0;0;0;MoveEast;MoveEast;MoveNorth;1;49
False;0;0;0;0;0;0;MoveEast;MoveEast;MoveNorth;1;50
False;0;0;0;0;0;0;MoveEast;MoveEast;MoveNorthEast;1;51
