done;agent2_344_msgs;agent2_344_drops;agent2_344_acts;world_nr;tick_nr
False;0;0;;1;0
False;4;0;;1;1
False;0;0;MoveSouthEast;1;2
False;0;0;MoveSouthEast;1;3
False;0;0;MoveSouth;1;4
False;0;0;MoveSouth;1;5
False;0;0;MoveSouth;1;6
False;0;0;MoveSouth;1;7
False;0;0;MoveSouth;1;8
False;0;0;MoveSouth;1;9
False;0;0;MoveSouth;1;10
False;0;0;MoveSouth;1;11
False;0;0;MoveSouth;1;12
False;0;0;MoveSouth;1;13
False;0;0;MoveSouth;1;14
False;0;0;MoveSouth;1;15
False;0;0;MoveSouth;1;16
False;0;0;MoveSouth;1;17
False;0;0;MoveSouth;1;18
False;0;0;MoveSouth;1;19
False;0;0;MoveSouth;1;20
False;0;0;MoveSouth;1;21
False;0;0;MoveSouth;1;22
False;0;0;MoveSouth;1;23
False;0;0;MoveSouth;1;24
False;0;0;MoveSouth;1;25
False;0;0;MoveSouth;1;26
False;0;0;MoveSouth;1;27
False;0;0;MoveSouth;1;28
False;0;0;MoveSouth;1;29
False;0;0;MoveSouth;1;30
False;0;0;MoveSouth;1;31
False;0;0;MoveSouth;1;32
False;0;0;MoveSouth;1;33
False;0;0;MoveSouth;1;34
False;0;0;MoveSouth;1;35
False;0;0;MoveSouth;1;36
False;0;0;MoveSouth;1;37
False;0;0;MoveSouthEast;1;38
False;0;0;MoveSouthEast;1;39
False;0;0;MoveEast;1;40
False;0;0;MoveEast;1;41
False;0;0;MoveEast;1;42
False;0;0;MoveEast;1;43
False;0;0;MoveEast;1;44
False;0;0;MoveEast;1;45
False;0;0;MoveEast;1;46
False;0;0;MoveEast;1;47
False;0;0;MoveEast;1;48
False;0;0;MoveEast;1;49
False;0;0;MoveEast;1;50
False;0;0;MoveEast;1;51
False;0;0;MoveEast;1;52
False;0;0;MoveEast;1;53
False;0;0;MoveEast;1;54
False;0;0;MoveEast;1;55
False;0;0;MoveEast;1;56
False;0;0;MoveEast;1;57
False;0;0;OpenDoorAction;1;58
False;0;0;OpenDoorAction;1;59
False;0;0;;1;60
False;0;0;MoveNorth;1;61
False;0;0;MoveNorth;1;62
False;0;0;MoveNorthEast;1;63
False;0;0;MoveNorthEast;1;64
False;0;0;MoveWest;1;65
False;0;0;MoveWest;1;66
False;0;0;MoveWest;1;67
False;0;0;MoveWest;1;68
False;1;0;MoveWest;1;69
False;1;0;MoveWest;1;70
False;1;0;MoveNorth;1;71
False;0;0;MoveNorth;1;72
False;1;0;MoveEast;1;73
False;1;0;MoveEast;1;74
False;1;0;MoveEast;1;75
False;0;0;MoveEast;1;76
False;1;0;MoveEast;1;77
False;1;0;MoveEast;1;78
False;3;0;;1;79
False;1;0;MoveSouthWest;1;80
False;1;0;MoveSouthWest;1;81
False;1;0;MoveSouth;1;82
False;0;0;MoveSouth;1;83
False;0;0;MoveSouthWest;1;84
False;0;0;MoveSouthWest;1;85
False;0;0;MoveWest;1;86
False;0;0;MoveWest;1;87
False;0;0;MoveWest;1;88
False;0;0;MoveWest;1;89
False;0;0;MoveWest;1;90
False;0;0;MoveWest;1;91
False;0;0;MoveWest;1;92
False;0;0;MoveWest;1;93
False;0;0;MoveWest;1;94
False;0;0;MoveWest;1;95
False;0;0;OpenDoorAction;1;96
False;0;0;OpenDoorAction;1;97
False;0;0;;1;98
False;0;0;MoveNorth;1;99
False;0;0;MoveNorth;1;100
False;0;0;MoveNorthEast;1;101
False;0;0;MoveNorthEast;1;102
False;1;0;MoveWest;1;103
False;1;0;MoveWest;1;104
False;1;0;MoveWest;1;105
False;0;0;MoveWest;1;106
False;0;0;MoveWest;1;107
False;0;0;MoveWest;1;108
False;0;0;MoveNorth;1;109
False;0;0;MoveNorth;1;110
False;0;0;MoveEast;1;111
False;0;0;MoveEast;1;112
False;0;0;MoveEast;1;113
False;0;0;MoveEast;1;114
False;1;0;MoveEast;1;115
False;1;0;MoveEast;1;116
False;2;0;;1;117
False;0;0;MoveSouth;1;118
False;0;0;MoveSouth;1;119
